"usuario","acao","hora"
"admin","Atualizou os dados","2026-04-10 11:04:06"
"admin","Atualizou os dados","2026-04-13 11:31:53"
"admin","Atualizou os dados","2026-04-14 09:33:40"
"admin","Atualizou os dados","2026-04-14 09:52:24"
"admin","Atualizou os dados","2026-04-14 11:29:24"
"admin","Atualizou os dados","2026-04-15 14:35:38"
"desconhecido","Atualizou os dados","2026-04-15 14:47:41"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-17 11:10:22"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-17 11:49:45"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-20 10:49:30"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-20 11:24:25"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-21 09:45:56"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-21 11:11:00"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-22 11:40:43"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-23 15:58:48"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-24 11:23:04"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-24 13:32:39"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-27 13:31:49"
"admin@empresa.com","UPDATE_DADOS","ERRO","ADMIN_PANEL","2026-04-27 14:05:42"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-27 14:07:16"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-28 13:55:15"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-30 14:21:14"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-04-30 16:19:23"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-05-04 10:50:33"
"admin@empresa.com","UPDATE_DADOS","SUCESSO","ADMIN_PANEL","2026-05-04 11:04:42"
